Group	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Control	Control	Control	Control	Control	Control	Control	Control	Control	Control	Control
clade_name	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9635	3.91218	0	0.12561	0	0	0	0.77781	0	0	2.56317	1.15716	0.0102	0	0	0	0	0.20814	2.41877	0	0.39625	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified	3.28618	0.22503	0.82158	2.45864	0	0.10482	2.09427	1.43068	0.0316	2.49591	1.18234	0.07326	1.35144	0.04063	0	5.64377	9.7587	6.91664	1.82814	1.34853	1.71393	0.54041	5.87151
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Phocaeicola	2.14316	8.17382	2.95087	16.43494	0	7.01918	0.50851	18.33907	0.11849	2.33783	2.01128	9.33461	9.76288	33.84313	8.16765	3.9171	2.49534	6.95649	4.32758	5.29958	10.68682	19.89014	5.93633
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Rikenellaceae_unclassified	3.91797	0	0.242	0	0	0	11.49339	0	0	2.15331	0	0.25804	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB1154	0	0	0	0	0	0	0	0	0	2.08666	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia	6.45392	0.04601	0.06861	0.34014	4.34837	0.24063	0	0.22506	0	2.05027	0	0	0	0.00375	0	0.21381	0	0	0.45158	0.25151	0.14889	0.00156	0.24471
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	0.06854	0.73898	0.47695	0.21581	0	0.55018	0.46434	3.11625	0.27283	2.04722	0.2526	0.39534	0.16177	2.71234	0	1.30839	0.06768	0.67158	3.08368	0.47841	0.10499	0.92386	0.27652
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	0.02871	0.22602	0.29208	0.01302	0	0.0278	0.1703	0.57433	0	2.04075	0.00894	0.20814	0.0232	0.40892	0	0.11747	0.02162	0.2661	0.32098	0.39536	0.00624	0.0959	0.07347
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	0.23927	0.01208	0.09582	0	0	0	0.06556	0.55682	0.00158	2.01112	0.18264	0.04804	0.26519	0.27718	0	0.47963	0.05641	2.76626	0.7092	0.87775	0.04127	0.61253	0.00428
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	0.00752	0.43364	0.67731	0.18514	0	0.05238	0	0.00659	0	1.68209	0.06401	0.32199	0.13821	1.43122	0	0.27896	0.08273	0.11004	1.65922	0.68527	0	0.08364	0.06283
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB4585	0	0	0	0	0	0	0	0	0	1.20346	0.22168	0	0.39674	0.00628	0	0	0	1.29322	0	0.22193	0.05713	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas	0.7158	0	0.48706	0.65342	0	0	0.00888	0.64772	0	1.16691	0.15762	0.16094	0	0	0	0.95693	0.07276	0.16437	0.11296	0.0225	0	0.4362	0.29099
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter	0.1654	0.69538	0.4752	0.94356	0	0.40195	0.03814	1.52546	0.18923	1.14008	0.7362	0.3292	0.09561	0.72541	0.07207	0.46286	0.00434	0.32286	1.00684	0.37634	0.34577	0.16439	0.95193
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9633	0.48966	0	0.91484	2.38812	0	0	4.9467	1.85068	0.0666	1.01538	0.22344	0.31765	0.07236	0	0	1.07056	0.00511	0.1003	0	0.24886	0.19205	0.21138	6.04296
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter	0	0.04827	0.03414	0.00805	0	0.06012	0.13646	1.24741	0.00465	0.87865	0.00275	0.02521	0.70113	1.83283	0	0.50376	0.08136	0.46054	0.61456	0.20073	0.02386	0.6925	0.14074
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella	2.7907	0	1.41533	1.19605	0	0	0	0	0.01593	0.63422	4.54498	0.9734	0.09863	0	0.36019	8.09009	1.07241	0.82324	0.25239	0.73418	0.90639	0	1.61787
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9642	0.09334	0	0.10317	0	0	0	0	0	0	0.60814	0.00704	0.07508	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9709	0	0	0	0	0	0	0	0	0	0.55206	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	0.00972	0.06432	0.24247	0.09265	0	0.00943	0.15752	0.26034	0.00657	0.52396	0.06751	0	0	0.0176	0	0.20195	0.13629	0.76692	0.47245	0.12815	0.03912	0	0.2146
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massilicoli	0	0	0.00619	0	0	0	0.03751	0	0	0.51326	0	0	0	0	0	0	0	0	0	0	0	0	0.22906
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB4603	0	0	0	0	0	0	0	0	0	0.50071	0	0	0	0	0	0	0	0	0	0	0	0.2079	0.20252
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB1495	0.57462	0	0.08698	0	0	0	0.06398	0	2.45983	0.44028	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9758	0	0	0.02326	0	0	0	0.01083	0.60531	0.02303	0.42762	0.08426	0.05957	0	0	0	0.73776	0.81674	2.85567	1.43984	0.11621	0.08635	0.78303	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9602	0.06576	0	0.04552	0.03477	0	0	0.64419	0.29256	0.05407	0.41181	0.08586	0.00232	3.31926	0	0	2.16319	0.71824	0.49726	0.26808	0.09105	0.1868	0	0.00215
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium	0.14259	0	0.29425	1.01447	0	0	0.32321	1.48746	0	0.40457	0.62098	0.60018	1.87353	0	0.96037	3.44319	3.59504	1.07123	0.04908	0.00655	1.02455	1.46827	0.1595
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3277	0	0.32598	0	0	0	0	0	0	0	0.40344	0	0	0.14387	0.25018	0.16316	0.32995	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira	0.21843	0.00373	0.46658	0.05672	0	0	0	0.62489	0.13497	0.39219	0.10786	0.02247	0.31093	1.00547	0.91873	0.21027	0.95235	1.02858	1.28218	0.50983	1.0865	0.42466	0.07579
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	0.03735	0.33415	0.2534	2.40704	0	1.27112	0.014	0.40096	0.09067	0.38639	0.02243	2.00799	5.05335	1.46142	0.03742	0.42595	1.85069	2.36785	1.66908	0.66342	0.56013	4.68627	0.63681
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium	0	0	0.05164	0	0	0.05376	0	0	0.00671	0.33845	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	0	0.07961	0.03432	0.20549	0	0.03917	0.05589	0.09291	0.03678	0.31189	0.07815	0	0.01111	0.08537	0	0.3447	0.0181	0	0	0.02964	0.11258	0.0606	0.03853
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Lentisphaeria_unclassified|f__Lentisphaeria_unclassified|g__Lentisphaeria_unclassified	0.33294	0	0	0	0	0	0.60961	0	0	0.30739	0.06121	0.00259	0.05434	0	0	0.41661	0.04833	0.56282	0	0.1983	0	0.79357	0.61839
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	0.44064	0	0.18077	0.27778	0	0	0.35134	0	0	0.30369	0.18814	0.00037	0	0	0	0	0	0	0	0	0.01394	0	1.06864
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter	0.05984	5.59441	0.15222	0.41819	0	0	0.91596	0	0.00995	0.29228	1.64115	1.33336	0.71466	0	0.16226	0.89443	0.21051	0.43833	0.07809	0.91297	1.20099	1.04612	0.40112
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	0.25172	0	0.06335	0	0	0	0.37486	0	0	0.19015	0	0	0	0	0	0.66415	0	0	1.05936	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	0.09895	2.54125	0.06086	0.41872	0	4.20408	0.00962	3.29597	0.02305	0.18627	0.18895	0.02432	0.34478	1.83369	0.31352	0.12103	0.26423	0.39816	5.72984	0.34087	0.76106	3.78505	0.09294
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Schneewindia	0	0	0	0	0	0	0	0	0	0.16118	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified	0.46851	2.19824	1.51324	2.51607	0	1.03227	0.2481	4.1642	0.88381	0.15399	0.54013	0.7709	0.45593	1.45794	0	0.86077	6.19399	8.03037	24.96797	4.33873	1.50806	1.42172	0.66857
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9699	0.0057	0	0.2503	0.86541	0	0	0.06039	0.67983	0	0.14615	0.03246	0.10649	0.29245	0	0	1.01599	0.23614	0.03255	0.25294	0.1397	0.01488	0.08043	0.11141
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriales_unclassified|g__Coriobacteriales_unclassified	0	0	0	0	0	0	0	0	0	0.10471	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger	0	0	0.07979	0.23098	0	0.29065	0.00881	1.01164	0.16532	0.09287	0.36145	0.25388	0.16079	2.21467	0.21124	0.20942	0.6646	0.17592	0.83697	0.29961	0.1879	0.19062	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1266	0.80952	0	0.15267	0	0	0	0.06756	0	0	0.08919	0	0	0	0	0	1.61722	1.42443	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4750	0.00587	0	0	0	0	0	0.39617	0	0	0.08566	6.2273	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	0.07145	0.06922	0.28945	0.09971	24.95474	0	1.62727	0.0373	0.05663	0.08555	0.06027	0	0.01218	0.43408	0	0.05615	0.28726	0.08438	1.34958	0.23141	0	0	0.41839
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	3.17556	0.18578	0.1756	0.07901	0	1.55488	1.99858	1.56962	0	0.08507	0.52029	0.18886	0.73982	0.0384	0	0.93232	0.05007	0.58154	0.66477	0.47321	0.21985	1.07636	2.98744
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia	1.97181	0	0	4.92399	0	0.28433	1.0873	0	0	0.0787	3.27625	0	0	0	0	1.04771	0.58911	0.68603	0.25982	0	0	0.093	27.27178
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9691	0	0	0	0	0	0	0	0	0	0.06429	0.0055	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9615	0.13923	0	0.0107	0.52855	0	0	0.01411	0.34169	0	0.0627	0.1525	0.30032	0.98986	1.07186	0	0	0.36202	1.37896	0.12777	0.37268	0.79816	1.0185	0
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales|f__Pirellulaceae|g__GGB6566	0	0	0	0	0	0	0	0	0	0.05363	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3746	0	0	0	0	0	0	0	0	0	0.04862	0	0	0	0	0	0	0.51984	0.15303	0.48487	0.03251	0.34098	0.13641	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas	0	0	0.0885	0	0	0	0	0	0	0.03955	0	0	0.02169	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9632	0	0	1.71395	0	0	0.09869	0.03688	0.17564	0	0.03893	0	0.10363	0	0.00958	0	0.19307	0	0.01846	0.32074	0.02248	0.00655	0	0.00444
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Trueperella	0	0	0.00138	0	0	0	0	0.02452	0	0.0375	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia	0	0	0	0	0	0	0.01241	0	0	0.02459	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Senegalimassilia	0.00215	0	0.05646	0	0	0	0.01071	0	0	0.0233	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	0	0.04272	0.04322	0.2177	0	0	1.44817	1.70703	0.11304	0.02097	0	0.08228	0.04973	0.26946	0.04449	0.34962	0	0.10229	0.16839	0	0.00183	0.18715	0.12018
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia	0	0	0	0.00289	0	0.00068	0	0.0178	0	0.02093	0	0	0	0	0.31072	0.02807	0	0	0.03588	0	0.03025	0	0.00955
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	0	0	0.16326	1.75692	0	0	0.03022	0.91172	0.01114	0.02077	0.05263	0.02985	0.73213	1.3041	0.22479	3.51992	0.35405	1.09889	0.44569	1.32132	1.58623	0.99593	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Candidatus_Cibiobacter	0.06174	0	0.18757	0.07066	0	0.15436	0.23603	1.48967	0.00761	0.01968	0.1555	0.27494	1.45875	1.67006	0	1.5469	0.30517	2.95499	4.34496	1.55479	0.02082	2.49388	0.80809
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified	0	0.03308	0.03617	0	0	0.02576	0.01042	0.12728	0	0.01958	0	1.34155	3.11463	0.40304	0	0.06511	0.46039	0.9066	0.63136	0.83523	0.49443	1.79423	0.01374
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum	0	0.052	0.03576	0.00935	0	0.12074	0	0.0616	0.00199	0.01856	0.00363	0.17051	0	0.02442	0	0.02273	0.01176	0.01968	0.08234	0.02562	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lacrimispora	0	0.39684	0.06197	0.24213	0	0.13805	0	0.01745	0.01117	0.0145	0.00073	0.19037	0.07138	0.07034	0	0.09299	0.01231	0.2136	0.17669	0.3204	0.06607	0.21377	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella	0	0	0	0	0	0.04315	0	0	0	0.01402	0	0	0	0	0	0	0	0	0	0.02569	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9730	0	0	0.01759	0.01796	0	0.05993	0	0.02292	0.04414	0.01361	2.63769	0	0	0	0	0	0.04745	0.05901	0.13951	0.0745	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Sanguibacteroides	0	0	0	0	0	0	0	0	0	0.01026	0	0	0	0	0	0	0.04022	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Peptococcaceae_unclassified	0	0	0	0	0	0	0.00088	0	0	0.00589	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter	0.7124	0	0	0	0	0	0	0	0	0.0047	0	0.1347	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum	0	0.98512	0.00966	0.28494	0	0	0	0.21963	0	0.00256	0.06207	0.079	0.06113	0	0	0.33238	0.0352	0.22285	0	0.282	0.01194	0.02264	0.14748
k__Bacteria|p__Firmicutes|c__Clostridia|o__Candidatus_Borkfalkiales|f__Candidatus_Borkfalkiaceae|g__Candidatus_Borkfalkia	0	0	0.25222	0.02789	0	0	0	0.00603	0	0.00077	0	0	0.08085	0	0	0	0.34851	0.02877	0	0	0	0.09403	0.02907
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB2977	0.00131	0	0	0	0	0	0	0	0	0.0007	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_unclassified_SGB4367	0.24316	0	0	0	0	0	0	0	0	9.08024	0	0	0	0	0	2.56215	0.36903	0.97658	0	2.43427	0.07046	0	0.12471
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	3.75211	0	12.81194	3.18895	0	0	2.7293	0	0.07374	7.17806	16.13813	0.75844	0	0	0.48944	0.64566	0.97734	2.16553	1.91746	0.47511	0.93749	0.43804	0.25379
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_An31A	0	0	0	0	0	0	0	0	0	5.11551	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	0.54241	12.94104	2.61796	7.0991	0	5.43801	0.35141	14.42138	0.1104	4.02519	1.57206	12.41597	9.00858	9.98802	6.13172	3.98858	5.51616	8.04476	7.136	7.33255	3.52122	6.69172	0.12508
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri_clade_C	0	38.07463	3.04727	1.22759	0	0	0	0	16.83576	3.58236	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus	0.02338	0	0	0	0	0	0	0	0	3.48071	0	0	0.76842	0	0	0	0.0224	0	0	0	0	2.83793	0.10641
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium	3.081	0.08852	1.97275	0.26912	0	0.01639	7.06329	0.73034	0.03791	3.44577	14.50769	1.19741	0.68008	0.62242	0	6.39382	6.37594	3.45802	0.48514	1.33666	0.95692	1.21628	9.80329
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis	0.24798	0	0.53925	0.61204	0	0	0.14996	2.49245	0	3.38967	2.15372	0	0	0	6.84065	2.32681	0.71932	0.97305	1.2617	0.63296	0.91883	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri_clade_A	0	0	15.88767	19.30537	0	67.07472	0.60659	0	37.67935	3.31257	0.23816	35.24029	37.86252	0	68.99121	3.81701	24.41777	0	0	42.10657	54.29371	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__GGB1407|s__GGB1407_SGB1931	0	0	0	0	0	0	0	0	0	2.9828	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__GGB4266|s__GGB4266_SGB5809	0.3168	0	0	0	0	0	0	0	0.04982	2.80602	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9635|s__GGB9635_SGB15106	3.91218	0	0.12561	0	0	0	0.19448	0	0	2.56317	0.90396	0.0102	0	0	0	0	0.20814	2.41877	0	0.39625	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri_clade_B	0	0	0.80872	0	0	0	0	0	0	2.54058	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis	0.12394	0	0	0	0	0	0.67567	0.0375	0.04821	2.3635	1.20872	4.0117	0	0	0	0.38858	0.44922	0	0.57745	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Rikenellaceae_unclassified|s__Rikenellaceae_bacterium	0	0	0.242	0	0	0	0	0	0	2.15331	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB1154|s__GGB1154_SGB1482	0	0	0	0	0	0	0	0	0	2.08666	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	6.45392	0.04601	0.06861	0.34014	4.34837	0.24063	0	0.22506	0	2.05027	0	0	0	0.00375	0	0.21381	0	0	0.45158	0.25151	0.14889	0.00156	0.24471
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_unclassified_SGB6317	0	0	0	0	0	0	0.36748	0	0	1.94928	0	0	1.27732	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	0	0.15233	0.19186	0.00811	0	0.0076	0.13529	0.37241	0	1.92955	0.00269	0.06897	0.0232	0.28675	0	0	0.02162	0.13245	0.13954	0.34405	0.00598	0.0753	0.07347
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Phocaeicola|s__Phocaeicola_massiliensis	0	0	0.12004	7.39072	0	0	0	0	0	1.767	0	2.35598	0	0	2.81726	1.85643	0.99246	0	0	1.99725	0	5.23347	0.24272
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_AM28_29	0.00752	0.31644	0.66418	0.14328	0	0.03603	0	0	0	1.56692	0.04884	0.30512	0	0.94903	0	0	0	0	0.33412	0.2444	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii	1.23423	0	0.41819	1.18716	0	0.74022	0	0	0	1.48252	0	4.37575	0.22358	2.24968	0	0	0.2169	0.54523	1.29199	0.62868	0.64007	1.12961	0.85257
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	0	0.01208	0.04874	0	0	0	0	0.18125	0.00158	1.45352	0	0.01691	0.05208	0.11956	0	0.40852	0.00895	0.12381	0.36163	0.44637	0.04127	0.14218	0.00359
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	0.0463	0.53666	0.09408	0.07885	0	0.52917	0.10302	0.28957	0.15635	1.2733	0.01351	0.05334	0.05054	1.24594	0	1.17368	0.06456	0.10303	0.37615	0.11688	0.04505	0.34461	0.04024
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB4585|s__GGB4585_SGB6340	0	0	0	0	0	0	0	0	0	1.20346	0.22168	0	0.39674	0.00628	0	0	0	1.29322	0	0.22193	0.05713	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_faecihominis	0.45059	0	0.15603	0	0	0	0.00888	0.64772	0	1.16691	0.00856	0	0	0	0	0.95693	0.07276	0	0.09681	0	0	0.20955	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9633|s__GGB9633_SGB15091	0.48966	0	0.0021	0	0	0	2.24037	1.85068	0.0666	1.01538	0.17105	0.31765	0	0	0	1.07056	0.00511	0.1003	0	0.24886	0.19205	0.21138	6.04296
